"locus","anchor_hog","direction","n_main_pathways","n_deployment_rankings","best_pathway_fdr","max_deployment_pair_agreement","pathway_terms","topology_metric","topology_group_separation","topology_exact_p","topology_feature","topology_median","topology_pair_agreement","topology_direction","topology_supported","BDIS","BSYL","HVUL","HJUB","BMAX","BMED","VBRO","FPRA","mean_effect_size","max_q","n_multicopy_species","best_arabi_gene","best_arabi_defline","best_rice_gene","best_rice_defline","hotspot_rank_within_direction"
"Bradi3g04840","HOG:0003621","perennial",1,1,0.00504547220261103,3,"protein binding","neighborhood_jaccard",0.00559730363443653,0.4,"anchor_module_mean_strength_ratio",0.198564984573606,4,"annual",FALSE,"Bradi3g04840.v3.2","Brasyl.4G296100.v2.1","HORVU.MOREX.r3.6HG0566040.V3","HJUBATUM.BCC2055.r1.6H_1G00632510","gene-Bmax_egapxtmp_025400","BMED2_gene-Bmax_egapxtmp_025400","VULPIA.BROMOIDES.r1.ctg67G00475820","gene-Fpra_egapxtmp_026587",7.04496218837785,0.0344255785462079,0,"AT1G58230","binding","","",55
"Bradi4g02725","HOG:0010549","perennial",1,1,0.00504547220261103,3,"protein binding","neighborhood_jaccard",0.00678714037047509,0.371428571428571,"anchor_module_mean_strength_ratio",0.165411192294364,3,"annual",FALSE,"Bradi4g02725.v3.2","Brasyl.5G031700.v2.1","HORVU.MOREX.r3.5HG0436490.V3","HJUBATUM.BCC2055.r1.5H_1G00485500","gene-Bmax_egapxtmp_033363","BMED2_gene-Bmax_egapxtmp_033363","VULPIA.BROMOIDES.r1.ctg107G00027440","gene-Fpra_egapxtmp_015486",5.75445495909107,0.0172385348617473,0,"AT1G04300","TRAF-like superfamily protein","LOC_Os12g40520","MATH domain containing protein, expressed",56
"Bradi2g28007","HOG:0023138","perennial",1,1,0.00504547220261103,4,"protein binding","module_edge_jaccard",-0.00176394928024504,0.371428571428571,"anchor_module_mean_strength_ratio",0.119731337343463,3,"annual",FALSE,"Bradi2g28007.v3.2","Brasyl.8G155700.v2.1","HORVU.MOREX.r3.1HG0061230.V3","HJUBATUM.BCC2055.r1.1H_1G00054760","gene-Bmax_egapxtmp_017834","BMED2_gene-Bmax_egapxtmp_017834","VULPIA.BROMOIDES.r1.ctg22G00250240","gene-Fpra_egapxtmp_016660",8.45002917375595,0.000357571708065444,1,"AT1G50030","target of rapamycin","","",57
"Bradi2g14340","HOG:0023048","perennial",1,1,0.00504547220261103,4,"protein binding","neighborhood_jaccard",0.0246878014641424,0.171428571428571,"recurrent_coverage",0.1,3,"annual",FALSE,"Bradi2g14340.v3.2","Brasyl.8G005100.v2.1","HORVU.MOREX.r3.1HG0094930.V3","HJUBATUM.BCC2055.r1.1H_1G00098600","gene-Bmax_egapxtmp_016806","BMED2_gene-Bmax_egapxtmp_016806","VULPIA.BROMOIDES.r1.ctg256G00320380","gene-Fpra_egapxtmp_013973",8.5892188274115,0.0482127234880515,2,"AT3G54280","DNA binding;ATP binding;nucleic acid binding;binding;helicases;ATP binding;DNA binding;helicases","","",58
"Bradi1g51890","HOG:0011715","perennial",1,1,0.00504547220261103,4,"protein binding","matched_edge_mean_abs_log_threshold_distance",0.000750405760611184,0.171428571428571,"anchor_module_mean_strength_ratio",0.0975310215349864,3,"annual",FALSE,"Bradi1g51890.v3.2","Brasyl.7G007700.v2.1","HORVU.MOREX.r3.5HG0485460.V3","HJUBATUM.BCC2055.r1.7H_1G00709300","gene-Bmax_egapxtmp_036550","BMED2_gene-Bmax_egapxtmp_036550","VULPIA.BROMOIDES.r1.ctg29G00349650","gene-Fpra_egapxtmp_038840",5.99306037642774,0.000161147069755191,1,"AT3G50590","Transducin/WD40 repeat-like superfamily protein","LOC_Os09g24260","WD domain, G-beta repeat domain containing protein, expressed",59
"Bradi3g42060","HOG:0008732","perennial",1,1,0.00504547220261103,3,"protein binding","module_edge_jaccard",-0.00436278844552518,0.485714285714286,"anchor_module_mean_strength_ratio",-0.0853073512434039,3,"perennial",FALSE,"Bradi3g42060.v3.2","Brasyl.3G296100.v2.1","HORVU.MOREX.r3.7HG0686900.V3","HJUBATUM.BCC2055.r1.7H_1G00758940","gene-Bmax_egapxtmp_056065","BMED2_gene-Bmax_egapxtmp_056065","VULPIA.BROMOIDES.r1.ctg29G00359770","gene-Fpra_egapxtmp_028072",23.2299940958626,0.00625595087605128,0,"AT5G07220","BCL-2-associated athanogene 3","","",60
"Bradi1g26420","HOG:0006131","perennial",1,1,0.00504547220261103,3,"protein binding","neighborhood_jaccard",0.0301735929682282,0.114285714285714,"anchor_module_mean_strength_ratio",0.0722861964287757,3,"annual",FALSE,"Bradi1g26420.v3.2","Brasyl.6G114100.v2.1","HORVU.MOREX.r3.2HG0141710.V3","HJUBATUM.BCC2055.r1.2H_1G00148550","gene-Bmax_egapxtmp_006142","BMED2_gene-Bmax_egapxtmp_006142","VULPIA.BROMOIDES.r1.ctg105G00019340","gene-Fpra_egapxtmp_011406",9.65044378790437,0.000287227946331184,0,"AT5G55040","DNA-binding bromodomain-containing protein","","",61
"Bradi3g15410","HOG:0005857","perennial",1,1,0.00504547220261103,4,"protein binding","matched_edge_correlation",0.0639366086533088,0.0857142857142857,"internal_edge_density",0.0658493349030433,3,"annual",FALSE,"Bradi3g15410.v3.2","Brasyl.3G032600.v2.1","HORVU.MOREX.r3.7HG0695240.V3","HJUBATUM.BCC2055.r1.7H_1G00769380","gene-Bmax_egapxtmp_059475","BMED2_gene-Bmax_egapxtmp_059475","VULPIA.BROMOIDES.r1.ctg47G00450910","gene-Fpra_egapxtmp_041563",10.238443974931,6.80363287079895e-07,0,"AT4G15180","SET domain protein 2","","",62
"Bradi1g25002","HOG:0032849","perennial",1,1,0.00504547220261103,3,"protein binding","matched_edge_mean_abs_log_threshold_distance",0.000420956905919694,0.314285714285714,"internal_edge_density",0.0583943833943834,3,"annual",FALSE,"Bradi1g25002.v3.2","Brasyl.6G098400.v2.1","HORVU.MOREX.r3.2HG0136090.V3","HJUBATUM.BCC2055.r1.2H_1G00144880","gene-Bmax_egapxtmp_006549","BMED2_gene-Bmax_egapxtmp_006549","VULPIA.BROMOIDES.r1.ctg105G00016330","gene-Fpra_egapxtmp_046851",9.77349453037144,1.06584880046572e-07,0,"AT3G60240","eukaryotic translation initiation factor 4G","LOC_Os07g36940","eukaryotic translation initiation factor 4G, putative, expressed",63
"Bradi2g59247","HOG:0027421","perennial",1,1,0.00504547220261103,3,"protein binding","module_edge_jaccard",0.0402601355407494,0.0285714285714286,"internal_edge_density",0.0538578317134799,3,"annual",FALSE,"Bradi2g59247.v3.2","Brasyl.1G049600.v2.1","HORVU.MOREX.r3.3HG0311470.V3","HJUBATUM.BCC2055.r1.3H_1G00329870","gene-Bmax_egapxtmp_054110","BMED2_gene-Bmax_egapxtmp_054110","VULPIA.BROMOIDES.r1.ctg8G00501130","gene-Fpra_egapxtmp_035691",10.2185547809911,2.63807258723652e-09,0,"AT1G27430","GYF domain-containing protein","LOC_Os01g69990","GYF domain containing protein, putative, expressed",64
"Bradi4g35150","HOG:0017160","perennial",1,1,0.00504547220261103,4,"protein binding","neighborhood_jaccard",0.0302879720325802,0.0571428571428571,"internal_edge_density",0.0399407455289809,3,"annual",FALSE,"Bradi4g35150.v3.2","Brasyl.5G396200.v2.1","HORVU.MOREX.r3.5HG0495950.V3","HJUBATUM.BCC2055.r1.5H_1G00542410","gene-Bmax_egapxtmp_034844","BMED2_gene-Bmax_egapxtmp_034844","VULPIA.BROMOIDES.r1.ctg15G00121680","gene-Fpra_egapxtmp_032350",5.50179297657193,0.000562345508083521,0,"AT1G05910","cell division cycle protein 48-related / CDC48-related","LOC_Os09g33980","bromodomain protein 103, putative, expressed",65
"Bradi1g09530","HOG:0029540","perennial",1,1,0.00504547220261103,3,"protein binding","matched_edge_correlation",0.0271676764588458,0.114285714285714,"anchor_module_mean_strength_ratio",0.0299947077724502,3,"annual",FALSE,"Bradi1g09530.v3.2","Brasyl.2G305800.v2.1","HORVU.MOREX.r3.4HG0340180.V3","HJUBATUM.BCC2055.r1.4H_1G00364580","gene-Bmax_egapxtmp_040533","BMED2_gene-Bmax_egapxtmp_040533","VULPIA.BROMOIDES.r1.ctg99G00581500","gene-Fpra_egapxtmp_043343",6.09147051657801,4.94019889441947e-08,0,"AT1G27470","transducin family protein / WD-40 repeat family protein","LOC_Os03g52470","WD domain, G-beta repeat domain containing protein, expressed",66
"Bradi2g20415","HOG:0010551","perennial",1,1,0.00504547220261103,4,"protein binding","matched_edge_correlation",0.0666550050816833,0.0571428571428571,"internal_edge_density",0.0275093181598732,4,"annual",FALSE,"Bradi2g20415.v3.2","Brasyl.8G075300.v2.1","HORVU.MOREX.r3.1HG0078900.V3","HJUBATUM.BCC2055.r1.1H_1G00074280","gene-Bmax_egapxtmp_014707","BMED2_gene-Bmax_egapxtmp_014707","VULPIA.BROMOIDES.r1.ctg22G00257650","gene-Fpra_egapxtmp_011106",9.49386791181021,4.25709859214107e-06,0,"","","LOC_Os05g43280","MATH domain containing protein, expressed",67
"Bradi1g56780","HOG:0033004","perennial",1,1,0.00504547220261103,3,"protein binding","neighborhood_jaccard",0.00100123522476508,0.371428571428571,"anchor_module_mean_strength_ratio",-0.0176343555510255,2,"perennial",FALSE,"Bradi1g56780.v3.2","Brasyl.1G144000.v2.1","HORVU.MOREX.r3.2HG0151540.V3","HJUBATUM.BCC2055.r1.2H_1G00159420","gene-Bmax_egapxtmp_008220","BMED2_gene-Bmax_egapxtmp_008220","VULPIA.BROMOIDES.r1.ctg127G00055370","gene-Fpra_egapxtmp_002021",5.12063499879105,0.00394523322708169,2,"","","","",68
"Bradi1g48264","HOG:0025923","perennial",1,1,0.00504547220261103,3,"protein binding","module_edge_jaccard",0.0413926658829897,0.0285714285714286,"internal_edge_density",0.00214144445202211,3,"annual",FALSE,"Bradi1g48264.v3.2","Brasyl.7G055400.v2.1","HORVU.MOREX.r3.5HG0476410.V3","HJUBATUM.BCC2055.r1.5H_1G00521510","gene-Bmax_egapxtmp_033792","BMED2_gene-Bmax_egapxtmp_033792","VULPIA.BROMOIDES.r1.ctg16G00151240","gene-Fpra_egapxtmp_010799",8.64316197155058,1.7831871593457e-06,0,"AT1G80070","Pre-mRNA-processing-splicing factor","LOC_Os05g07050","pre-mRNA-processing-splicing factor 8, putative, expressed",69
"Bradi2g03180","HOG:0028333","perennial",1,1,0.0212550321503241,4,"zinc ion binding","module_edge_jaccard",0.0223590944921728,0.171428571428571,"anchor_module_mean_strength_ratio",0.216995647522189,3,"annual",FALSE,"Bradi2g03180.v3.2","Brasyl.1G405000.v2.1","HORVU.MOREX.r3.3HG0230560.V3","HJUBATUM.BCC2055.r1.3H_1G00249610","gene-Bmax_egapxtmp_053916","BMED2_gene-Bmax_egapxtmp_053916","VULPIA.BROMOIDES.r1.ctg17G00172730","gene-Fpra_egapxtmp_024809",8.9564291706026,0.0001768227393807,2,"AT5G02310","proteolysis 6","LOC_Os01g05500","zinc finger protein, putative, expressed",70
"Bradi4g08567","HOG:0021825","perennial",1,1,0.0212550321503241,4,"zinc ion binding","neighborhood_jaccard",0.0133452195115508,0.171428571428571,"anchor_module_mean_strength_ratio",0.158254777217327,4,"annual",FALSE,"Bradi4g08567.v3.2","Brasyl.5G105100.v2.1","HORVU.MOREX.r3.5HG0469420.V3","HJUBATUM.BCC2055.r1.5H_1G00515330","gene-Bmax_egapxtmp_036191","BMED2_gene-Bmax_egapxtmp_036191","VULPIA.BROMOIDES.r1.ctg15G00098980","gene-Fpra_egapxtmp_040234",9.95907707089028,1.40541961755022e-11,0,"AT3G02260","auxin transport protein (BIG)","LOC_Os09g07300","BIG, putative, expressed",71
"Bradi3g03330","HOG:0025959","perennial",1,1,0.0212550321503241,4,"zinc ion binding","matched_edge_correlation",0.0568834065762545,0.0857142857142857,"recurrent_coverage",0.0446428571428572,3,"annual",FALSE,"Bradi3g03330.v3.2","Brasyl.4G317700.v2.1","HORVU.MOREX.r3.6HG0556530.V3","HJUBATUM.BCC2055.r1.6H_1G00626110","gene-Bmax_egapxtmp_025764","BMED2_gene-Bmax_egapxtmp_025764","VULPIA.BROMOIDES.r1.ctg26G00331560","gene-Fpra_egapxtmp_007903",9.29748537630475,6.62049304338251e-07,4,"AT1G16710","histone acetyltransferase of the CBP family 12","LOC_Os02g04490","histone acetyltransferase HAC1, putative, expressed",72
"Bradi4g45190","HOG:0028065","perennial",1,1,0.0261726176354022,2,"transport","module_edge_jaccard",0.0145579797989527,0.2,"anchor_module_mean_strength_ratio",-0.328068648592143,3,"perennial",FALSE,"Bradi4g45190.v3.2","Brasyl.5G523100.v2.1","HORVU.MOREX.r3.5HG0466330.V3","HJUBATUM.BCC2055.r1.5H_1G00511400","gene-Bmax_egapxtmp_037117","BMED2_gene-Bmax_egapxtmp_037117","VULPIA.BROMOIDES.r1.ctg15G00095840","gene-Fpra_egapxtmp_021275",6.2627668402442,1.76825029993381e-07,1,"AT2G35800","mitochondrial substrate carrier family protein","LOC_Os12g01240","mitochondrial substrate carrier family protein, putative, expressed",73
"Bradi5g02330","HOG:0027005","perennial",1,1,0.0261726176354022,2,"transport","module_edge_jaccard",-0.00235208198878573,0.542857142857143,"anchor_module_mean_strength_ratio",0.152995511265037,3,"annual",FALSE,"Bradi5g02330.v3.2","Brasyl.9G037000.v2.1","HORVU.MOREX.r3.2HG0100660.V3","HJUBATUM.BCC2055.r1.2H_1G00109430","gene-Bmax_egapxtmp_006296","BMED2_gene-Bmax_egapxtmp_006296","VULPIA.BROMOIDES.r1.ctg9G00566110","gene-Fpra_egapxtmp_042040",4.32977098272806,2.4963521475539e-05,1,"","","LOC_Os04g01300","OsRhmbd10 - Putative Rhomboid homologue, expressed",74
"Bradi1g04220","HOG:0011064","perennial",1,1,0.0261726176354022,3,"transport","neighborhood_jaccard",0.00675973640945926,0.257142857142857,"anchor_module_mean_strength_ratio",-0.121835812759282,3,"perennial",FALSE,"Bradi1g04220.v3.2","Brasyl.2G368500.v2.1","HORVU.MOREX.r3.3HG0296260.V3","HJUBATUM.BCC2055.r1.2H_1G00157670","gene-Bmax_egapxtmp_006844","BMED2_gene-Bmax_egapxtmp_006844","VULPIA.BROMOIDES.r1.ctg123G00049860","gene-Fpra_egapxtmp_002967",4.81128531604689,0.00555970167320964,4,"","","","",75
"Bradi1g05030","HOG:0023825","perennial",1,1,0.0261726176354022,2,"transport","module_edge_jaccard",0.0205318179954024,0.2,"internal_edge_density",-0.081548827816339,4,"perennial",FALSE,"Bradi1g05030.v3.2","Brasyl.2G358200.v2.1","HORVU.MOREX.r3.5HG0521040.V3","HJUBATUM.BCC2055.r1.2H_1G00157530","gene-Bmax_egapxtmp_007866","BMED2_gene-Bmax_egapxtmp_007866","VULPIA.BROMOIDES.r1.ctg123G00050300","gene-Fpra_egapxtmp_035367",3.53664477335872,0.0212550203626131,1,"AT1G04760","vesicle-associated membrane protein 726","","",76
"Bradi2g54160","HOG:0016200","perennial",1,1,0.0261726176354022,3,"transport","module_edge_jaccard",3.68394254735005e-05,0.514285714285714,"internal_edge_density",-0.0644172475145684,4,"perennial",FALSE,"Bradi2g54160.v3.2","Brasyl.3G084900.v2.1","HORVU.MOREX.r3.1HG0064240.V3","HJUBATUM.BCC2055.r1.1H_1G00058270","gene-Bmax_egapxtmp_017308","BMED2_gene-Bmax_egapxtmp_017308","VULPIA.BROMOIDES.r1.ctg110G00037110","gene-Fpra_egapxtmp_000723",4.15269382601022,0.000437905084352392,6,"AT5G05010","clathrin adaptor complexes medium subunit family protein","LOC_Os01g61710","coatomer subunit delta, putative, expressed",77
"Bradi3g07490","HOG:0011717","perennial",1,1,0.0390392414473659,4,"endomembrane system","neighborhood_jaccard",0.00325585912098825,0.4,"anchor_module_mean_strength_ratio",-0.0625043785854286,3,"perennial",FALSE,"Bradi3g07490.v3.2","Brasyl.4G263600.v2.1","HORVU.MOREX.r3.6HG0578070.V3","HJUBATUM.BCC2055.r1.6H_1G00644830","gene-Bmax_egapxtmp_026710","BMED2_gene-Bmax_egapxtmp_026710","VULPIA.BROMOIDES.r1.ctg102G00014370","gene-Fpra_egapxtmp_004967",5.29129948106141,2.23130530222982e-06,1,"AT5G51200","Protein of unknown function (DUF3414)","LOC_Os02g10790","expressed protein",78
